id,ndex,name,type1,type2,ability1,ability2,spec_ability,hp,attack,defense,spattack,spdefense,speed,weight,height,dex1,dex2,class,pre-evolution,egg-group1,egg-group2
718,718,Zygarde,Dragon,Ground,Aura Break,,,108,100,121,81,95,95,672.4,197,"This is Zygarde's form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,Order Pokemon,,Undiscovered,
719,719,Diancie,Rock,Fairy,Clear Body,,,50,100,150,100,150,50,19.4,28,,,Jewel Pokemon,,Undiscovered,
720,720,Hoopa,Psychic,Ghost,Magician,,,80,110,60,150,130,70,19.8,20,,,Mischief Pokemon,,Undiscovered,
721,721,Volcanion,Fire,Water,Water Absorb,,,80,110,120,130,90,70,429.9,67,,,Steam Pokemon,,Undiscovered,
722,722,Rowlet,Grass,Flying,Overgrow,Overgrow,Long Reach,68,55,55,50,50,42,3.3,12,"This wary Pokemon uses photosynthesis to store up energy during the day, while becoming active at night.","Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",Grass Quill Pokemon,,Flying,
723,723,Dartrix,Grass,Flying,Overgrow,Overgrow,Long Reach,78,75,75,70,70,52,35.3,28,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,Blade Quill Pokemon,Rowlet,Flying,
724,724,Decidueye,Grass,Ghost,Overgrow,Overgrow,Long Reach,78,107,75,100,100,70,80.7,63,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","Although basically cool and cautious, when it's caught by surprise, it's seized by panic.",Arrow Quill Pokemon,Dartrix,Flying,
725,725,Litten,Fire,,Blaze,Blaze,Intimidate,45,65,40,60,40,70,9.5,16,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",It doesn't allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,Fire Cat Pokemon,,Field,
726,726,Torracat,Fire,,Blaze,Blaze,Intimidate,65,85,50,80,50,90,55.1,28,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokemon spits fire.","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",Fire Cat Pokemon,Litten,Field,
727,727,Incineroar,Fire,Dark,Blaze,Blaze,Intimidate,95,115,90,80,90,60,183,71,"This Pokemon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance.","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",Heel Pokemon,Torracat,Field,
728,728,Popplio,Water,,Torrent,Torrent,Liquid Voice,50,54,54,66,56,40,16.5,16,"This Pokemon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.",This Pokemon can control water bubbles. It practices diligently so it can learn to make big bubbles.,Sea Lion Pokemon,,Water 1,Field
729,729,Brionne,Water,,Torrent,Torrent,Liquid Voice,60,69,69,91,81,50,38.6,24,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",Pop Star Pokemon,Popplio,Water 1,Field
730,730,Primarina,Water,Fairy,Torrent,Torrent,Liquid Voice,80,74,74,126,116,60,97,71,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,Its singing voice is its chief weapon in battle. This Pokemon's Trainer must prioritize the daily maintenance of its throat at all costs.,Soloist Pokemon,Brionne,Water 2,Field
731,731,Pikipek,Normal,Flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,2.6,12,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"This Pokemon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",Woodpecker Pokemon,,Flying,
732,732,Trumbeak,Normal,Flying,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,32.6,24,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",Bugle Beak Pokemon,Pipipek,Flying,
733,733,Toucannon,Normal,Flying,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,57.3,43,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",Cannon Pokemon,Trumbeak,Flying,
734,734,Yungoos,Normal,,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,13.2,16,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",Loitering Pokemon,,Field,
735,735,Gumshoos,Normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,31.3,28,"When it finds a trace of its prey, it patiently stakes out the location...but it's always snoozing by nightfall.","It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them. This Pokemon boasts incredible patience.",Stakeout Pokemon,Yungoos,Field,
736,736,Grubbin,Bug,,Swarm,Swarm,Swarm,47,62,45,55,45,46,9.7,16,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,They often gather near places frequented by electric Pokemon in order to avoid being attacked by bird Pokemon.,Larva Pokemon,,Bug,
737,737,Charjabug,Bug,Electric,Battery,Battery,Battery,57,82,95,55,75,36,23.1,20,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.","From the food it digests, it generates electricity, and it stores this energy in its electric sac.",Battery Pokemon,Grubbin,Bug,
738,738,Vikavolt,Bug,Electric,Levitate,Levitate,Levitate,77,70,90,145,75,43,99.2,59,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokemon with shocking beams of electrical energy.,Stag Beetle Pokemon,Charjabug,Bug,
739,739,Crabrawler,Fighting,,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,15.4,24,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",Boxing Pokemon,,Water 3,
740,740,Crabominable,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,396.8,67,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokemon evolved and grew fur.","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",Woolly Crab Pokemon,Crabrawler,Water 4,
741,741,Oricorio,Fire,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,7.5,24,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,Dancing Pokemon,,Flying,
742,742,Cutiefly,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,0.4,4,"It feeds on the nectar and pollen of flowers. Because it's able to sense auras, it can identify which flowers are about to bloom.",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,Bee Fly Pokemon,,Bug,Fairy
743,743,Ribombee,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,1.1,8,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements.,Bee Fly Pokemon,Cutiefly,Bug,Fairy
744,744,Rockruff,Rock,,Keen Eye,Vital spirit,Steadfast,45,65,40,30,40,60,20.3,20,"It's considered to be a good Pokemon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",This Pokemon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side.,Puppy Pokemon,,Field,
745,745,Lycanroc,Rock,,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,55.1,31,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.","When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer.",Wolf Pokemon,Rockruff,Field,
746,746,Wishiwashi,Water,,Schooling,Schooling,Schooling,45,20,20,25,25,40,0.7,8,"When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.","It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.",Small Fry Pokemon,,Water 2,
747,747,Mareanie,Poison,Water,Merciless,Limber,Regenerator,50,53,62,43,52,45,17.6,16,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",It's found crawling on beaches and seafloors. The coral that grows on Corsola's head is as good as a five-star banquet to this Pokemon.,Brutal Star Pokemon,,Water 1,
748,748,Toxapex,Poison,Water,Merciless,Limber,Regenerator,50,63,152,53,142,35,32,28,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,"Those attacked by Toxapex's poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",Brutal Star Pokemon,Mareanie,Water 2,
749,749,Mudbray,Ground,,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,242.5,39,The mud stuck to Mudbray's hooves enhances its grip and its powerful running gait.,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",Donkey Pokemon,,Field,
750,750,Mudsdale,Ground,,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,2028.3,98,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.","Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",Draft Horse Pokemon,Mudbray,Field,
751,751,Dewpider,Water,Bug,Water Bubble,Water Bubble,Water Absorb,38,40,52,40,72,27,8.8,12,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,"When it comes across enemies or potential prey, this Pokemon smashes its water-bubble-covered head into them.",Water Bubble Pokemon,,Water 1,Bug
752,752,Araquanid,Water,Bug,Water Bubble,Water Bubble,Water Absorb,68,70,92,50,132,42,180.8,71,"It delivers headbutts with the water bubble on its head. Small Pokemon get sucked into the bubble, where they drown.","Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokemon, it protectively brings them into its water bubble.",Water Bubble Pokemon,Dewpider,Water 2,Bug
753,753,Fomantis,Grass,,Leaf Guard,Leaf Guard,Contrary,40,55,35,50,35,35,3.3,12,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,Sickle Grass Pokemon,,Grass,
754,754,Lurantis,Grass,,Leaf Guard,Leaf Guard,Contrary,70,105,90,80,90,45,40.8,35,"It requires a lot of effort to maintain Lurantis's vivid coloring, but some collectors enjoy this work and treat it as their hobby.",It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,Bloom Sickle Pokemon,Fomantis,Grass,
755,755,Morelull,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,3.3,8,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",Illuminating Pokemon,,Grass,
756,756,Shiinotic,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,25.4,39,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokemon feeds on them by sucking in their energy.",Illuminating Pokemon,Morelull,Grass,
757,757,Salandit,Poison,Fire,Corrosion,Corrosion,Oblivious,48,44,40,71,40,77,10.6,24,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.","Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokemon, then attacks them.",Toxic Lizard Pokemon,,Monster,Dragon
758,758,Salazzle,Poison,Fire,Corrosion,Corrosion,Oblivious,68,64,60,111,60,117,48.9,47,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.","Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",Toxic Lizard Pokemon,Sandalit,Monster,Dragon
759,759,Stufful,Normal,Fighting,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,15,20,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",A touch from anyone except a known friend sends it into a surging frenzy. It's an incredibly dangerous Pokemon.,Flailing Pokemon,,Field,
760,760,Bewear,Normal,Fighting,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,297.6,83,This immensely dangerous Pokemon possesses overwhelming physical strength. Its habitat is generally off-limits.,This Pokemon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,Strong Arm Pokemon,Stufful,Field,
761,761,Bounsweet,Grass,,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,7.1,12,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,"Although it's too sugary for human consumption, Bounsweet's sweat can be watered down into a juice with just the right amount of sweetness.",Fruit Pokemon,,Grass,
762,762,Steenee,Grass,,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,18.1,28,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokemon, this Pokemon is totally fine.",This Pokemon is always bouncing around energetically. Other Pokemon are attracted by its lively appearance and pleasant aroma.,Fruit Pokemon,Bounsweet,Grass,
763,763,Tsareena,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,47.2,47,"Its long, striking legs aren't just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.","A Pokemon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",Fruit Pokemon,Steenee,Grass,
764,764,Comfey,Fairy,,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,0.7,4,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.","Baths prepared with the flowers from its vine have a relaxing effect, so this Pokemon is a hit with many people.",Posy Picker Pokemon,,Grass,
765,765,Oranguru,Normal,Psychic,Inner Focus,Telepahty,Symbiosis,90,60,80,90,110,60,167.6,59,"Known for its extreme intelligence, this Pokemon will look down on inexperienced Trainers, so it's best suited to veteran Trainers.","Deep in the jungle, high in the lofty canopy, this Pokemon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",Sage Pokemon,,Field,
766,766,Passimian,Fighting,,Receiver,Receiver,Defiant,100,120,90,40,60,80,182.5,79,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",Teamwork Pokemon,,Field,
767,767,Wimpod,Bug,Water,Wimp Out,Wimp Out,Wimp Out,25,35,40,20,30,80,26.5,20,"This Pokemon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.","Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",Turn Tail Pokemon,,Bug,Water 3
768,768,Golisopod,Bug,Water,Emergency Exit,Emergency Exit,Emergency Exit,75,125,140,60,90,40,238.1,79,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.","It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",Hard Scale Pokemon,Wimpod,Bug,Water 3
769,769,Sandygast,Ghost,Ground,Water Compaction,Water Compaction,Sand Veil,55,55,80,70,45,15,154.3,20,"Born from a sand mound playfully built by a child, this Pokemon embodies the grudges of the departed.",It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,Sand Heap Pokemon,,Amorphous,
770,770,Palossand,Ghost,Ground,Water Compaction,Water Compaction,Sand Veil,85,75,110,100,75,35,551.2,51,"Possessed people controlled by this Pokemon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,Sand Castle Pokemon,Sandygast,Amorphous,
771,771,Pyukumuku,Water,,Innards Out,Innards Out,Unaware,55,60,130,30,130,5,2.6,12,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.",These Pokemon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,Sea Cucumber Pokemon,,Water 1,
772,772,Type: Null,Normal,,Battle Armor,Battle Armor,Battle Armor,95,95,95,95,95,59,265.7,75,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokemon has some hidden special power.,"Due to the danger that this synthetic Pokemon may go on a rampage, it wears a control mask to restrain its power.",Synthetic Pokemon,,Undiscovered,
773,773,Silvally,Normal,,RKS System,RKS System,RKS System,95,95,95,95,95,95,221.6,91,"Its trust in its partner is what awakens it. This Pokemon is capable of changing its type, a flexibility that is well displayed in battle.","Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",Synthetic Pokemon,Type: Null,Undiscovered,
774,774,Minior,Rock,Flying,Shields Down,Shields Down,Shields Down,60,60,100,60,100,60,88.2,12,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",Strong impacts can knock it out of its shell. This Pokemon was born from mutated nanoparticles.,Meteor Pokemon,,Mineral,
775,775,Komala,Normal,,Comatose,Comatose,Comatose,65,115,65,75,95,65,43.9,16,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,Drowsing Pokemon,,Field,
776,776,Turtonator,Fire,Dragon,Shell Armor,Shell Armor,Shell Armor,60,78,135,91,85,36,467.4,79,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,Blast Turtle Pokemon,,Monster,Dragon
777,777,Togedemaru,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,7.3,12,"The spiny fur on its back is normally at rest. When this Pokemon becomes agitated, its fur stands on end and stabs into its attackers.",The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,Roly-Poly Pokemon,,Field,Fairy
778,778,Mimikyu,Ghost,Fairy,Disguise,Disguise,Disguise,55,90,80,50,105,96,1.5,8,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,"A lonely Pokemon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokemon.",Disguise Pokemon,,Amorphous,
779,779,Bruxish,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,41.9,35,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder's shell is no match for it.,Gnash Teeth Pokemon,,Water 2,
780,780,Drampa,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,407.9,118,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",This Pokemon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,Placid Pokemon,,Monster,Dragon
781,781,Dhelmise,Ghost,Grass,Steelworker,Steelworker,Steelworker,70,131,100,86,90,40,463,154,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",The soul of seaweed adrift in the waves became reborn as this Pokemon. It maintains itself with new infusions of seabed detritus and seaweed.,Sea Creeper Pokemon,,Mineral,
782,782,Jangmo-o,Dragon,,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,65.5,24,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,Scaly Pokemon,,Dragon,
783,783,Hakamo-o,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,103.6,47,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they're regrown.,Scaly Pokemon,Jangmo-o,Dragon,
784,784,Kommo-o,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,172.4,63,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.","Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",Scaly Pokemon,Hakamo-o,Dragon,
785,785,Tapu Koko,Electric,Fairy,Electric Surge,Electric Surge,Telepathy,70,115,85,95,75,130,45.2,71,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,Land Spirit Pokemon,,Undiscovered,
786,786,Tapu Lele,Psychic,Fairy,Psychic Surge,Psychic Surge,Telepathy,70,85,75,130,115,95,41,47,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.",Land Spirit Pokemon,,Undiscovered,
787,787,Tapu Bulu,Grass,Fairy,Grassy Surge,Grassy Surge,Telepathy,70,130,115,85,95,75,100.3,75,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",The guardian deity of Ula'ula is a lazy Pokemon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,Land Spirit Pokemon,,Undiscovered,
788,788,Tapu Fini,Water,Fairy,Misty Surge,Misty Surge,Telepathy,70,75,115,95,130,85,46.7,51,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.",Land Spirit Pokemon,,Undiscovered,
789,789,Cosmog,Psychic,,Unaware,Unaware,Unaware,43,29,31,29,31,37,0.2,8,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,"In ages past, it was called the child of the stars. It's said to be a Pokemon from another world, but no specific details are known.",Nebula Pokemon,,Undiscovered,
790,790,Cosmoem,Psychic,,Sturdy,Sturdy,Sturdy,43,29,131,29,131,37,2204.4,4,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",There's something accumulating around the black core within its hard shell. People think this Pokemon may come from another world.,Protostar Pokemon,Cosmog,Undiscovered,
791,791,Solgaleo,Psychic,Steel,Full Metal Body,Full Metal Body,Full Metal Body,137,137,107,113,89,97,507.1,134,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,"This Pokemon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.",Sunne Pokemon,Cosmoem,Undiscovered,
792,792,Lunala,Psychic,Ghost,Shadow Shield,Shadow Shield,Shadow Shield,137,113,89,137,107,97,264.6,157,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.","Said to live in another world, this Pokemon devours light, drawing the moonless dark veil of night over the brightness of day.",Moone Pokemon,Cosmoem,Undiscovered,
793,793,Nihilego,Rock,Poison,Beast Boost,Beast Boost,Beast Boost,109,53,47,127,131,103,122.4,47,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,"One of the Ultra Beasts. It's unclear whether or not this Pokemon is sentient, but sometimes it can be observed behaving like a young girl.",Parasite Pokemon,,Undiscovered,
794,794,Buzzwole,Bug,Fighting,Beast Boost,Beast Boost,Beast Boost,107,139,139,53,53,79,735.5,94,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,Swollen Pokemon,,Undiscovered,
795,795,Pheromosa,Bug,Fighting,Beast Boost,Beast Boost,Beast Boost,71,137,37,137,37,151,55.1,71,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.","One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",Lissome Pokemon,,Undiscovered,
796,796,Xurkitree,Electric,,Beast Boost,Beast Boost,Beast Boost,83,89,71,173,71,83,220.5,150,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.","It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",Glowing Pokemon,,Undiscovered,
797,797,Celesteela,Steel,Flying,Beast Boost,Beast Boost,Beast Boost,97,101,103,107,101,61,2204.4,362,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,Launch Pokemon,,Undiscovered,
798,798,Kartana,Grass,Steel,Beast Boost,Beast Boost,Beast Boost,59,181,131,59,31,109,0.2,12,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.","One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",Drawn Sword Pokemon,,Undiscovered,
799,799,Guzzlord,Dark,Dragon,Beast Boost,Beast Boost,Beast Boost,223,101,53,97,53,43,1957.7,217,"It has gobbled mountains and swallowed whole buildings, according to reports. It's one of the Ultra Beasts.","A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.",Junkivore Pokemon,,Undiscovered,
800,800,Necrozma,Psychic,,Prism Armor,Prism Armor,Prism Armor,97,107,101,127,89,79,507.1,94,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,Prism Pokemon,,Undiscovered,
801,801,Magearna,Steel,Fairy,Soul-Heart,Soul-Heart,Soul-Heart,80,95,115,130,115,65,177.5,39,"This artificial Pokemon, constructed more than 500 years ago, can understand human speech but cannot itself speak.","Its mechanized body is merely a vessel. Its true self is its Soul-Heart, an artificial soul.",Artificial Pokemon,,Undiscovered,
802,802,Marshadow,Fighting,Ghost,Technician,Technician,Technician,90,125,80,90,90,125,48.9,28,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.","It lurks in the shadows of others, copying their movements and powers. This Pokemon is craven and cowering.",Gloomdweller Pokemon,,Undiscovered,
