id	ndex	species	type1	type2	ability1	ability2	abilityH	hp	attack	defense	spattack	spdefense	speed	total	weight	height	dex1	dex2	class	percent-male	percent-female	pre-evolution	egg-group1	egg-group2
667	667	Litleo	Fire	Normal	Rivalry	Unnerve	Moxie	62	50	58	73	54	72	369	29.8	24			Lion Cub Pokemon	0.75	0.25		Field	
668	668	Pyroar	Fire	Normal	Rivalry	Unnerve	Moxie	86	68	72	109	66	106	507	179.7	59			Royal Pokemon	0.75	0.25	Litleo	Field	
669	669	Flabebe	Fairy		Flower Veil		Symbiosis	44	38	39	61	79	42	303	0.2	4			Single Bloom Pokemon	0	1		Fairy	
670	670	Floette	Fairy		Flower Veil		Symbiosis	54	45	47	75	98	52	371	2	8			Single Bloom Pokemon	0	1	Flabebe	Fairy	
671	671	Florges	Fairy		Flower Veil		Symbiosis	78	65	68	112	154	75	552	22	43			Garden Pokemon	0	1	Floette	Fairy	
672	672	Skiddo	Grass		Sap Sipper		Grass Pelt	66	65	48	62	57	52	350	68.3	35			Mount Pokemon	0.5	0.5		Field	
673	673	Gogoat	Grass		Sap Sipper		Grass Pelt	123	100	62	97	81	68	531	200.6	67			Mount Pokemon	0.5	0.5	Skiddo	Field	
674	674	Pancham	Dark		Iron Fist	Mold Breaker	Scrappy	67	82	62	46	48	43	348	17.6	24	'It grows up imitating the behavior of Pangoro, which it looks up to as a leader.'	'There's no point to the leaf in its mouth, aside from an effort to look cool. It's mischievous, so it's not well suited to inexperienced Trainers.'	Playful Pokemon	0.5	0.5		Field	Human-Like
675	675	Pangoro	Dark	Fighting	Iron Fist	Mold Breaker	Scrappy	95	124	78	69	71	58	495	299.8	83	It boasts superb physical strength. Those who wish to become Pangoro's Trainer have no choice but to converse with their fists.	'From the slight twitches of its bamboo leaf, it deduces its opponent's movements. It's eager to tussle but kindhearted toward its companions.'	Daunting Pokemon	0.5	0.5	Pancham	Field	Human-Like
676	676	Furfrou	Normal		Fur Coat			75	80	60	65	90	102	472	61.7	47			Poodle Pokemon	0.5	0.5		Field	
677	677	Espurr	Psychic		Keen Eye	Infiltrator	Own Tempo	62	48	54	63	60	68	355	7.7	12			Restraint Pokemon	0.5	0.5		Field	
678	678	Meowstic	Psychic		Keen Eye	Infiltrator	Prankster	74	48	76	83	81	104	466	18.7	24			Constraint Pokemon	1	0	Espurr	Field	
679	679	Honedge	Steel	Ghost	No Guard			45	80	100	35	37	28	325	4.4	31			Sword Pokemon	0.5	0.5		Mineral	
680	680	Doublade	Steel	Ghost	No Guard			59	110	150	45	49	35	448	9.9	31			Sword Pokemon	0.5	0.5	Honedge	Mineral	
681	681	Aegislash	Steel	Ghost	Stance Change			60	50	150	50	150	60	520	116.8	67			Royal Sword Pokemon	0.5	0.5	Doublade	Mineral	
682	682	Spritzee	Fairy		Healer		Aroma Veil	78	52	60	63	65	23	341	1.1	8			Perfume Pokemon	0.5	0.5		Fairy	
683	683	Aromatisse	Fairy		Healer		Aroma Veil	101	72	72	99	89	29	462	34.2	31			Fragrance Pokemon	0.5	0.5	Spritzee	Fairy	
684	684	Swirlix	Fairy		Sweet Veil		Unburden	62	48	66	59	57	49	341	7.7	16			Cotton Candy Pokemon	0.5	0.5		Fairy	
685	685	Slurpuff	Fairy		Sweet Veil		Unburden	82	80	86	85	75	72	480	11	31			Meringue Pokemon	0.5	0.5	Swirlix	Fairy	
686	686	Inkay	Dark	Psychic	Contrary	Suction Cups	Infiltrator	53	54	53	37	46	45	288	7.7	16			Revolving Pokemon	0.5	0.5		Water 1	Water 2
687	687	Malamar	Dark	Psychic	Contrary	Suction Cups	Infiltrator	86	92	88	68	75	73	482	103.6	59			Overturning Pokemon	0.5	0.5	Inkay	Water 1	Water 2
688	688	Binacle	Rock	Water	Tough Claws	Sniper	Pickpocket	42	52	67	39	56	50	306	68.3	20			Two-Handed Pokemon	0.5	0.5		Water 3	
689	689	Barbaracle	Rock	Water	Tough Claws	Sniper	Pickpocket	72	105	115	54	86	68	500	211.6	51			Collective Pokemon	0.5	0.5	Binacle	Water 3	
690	690	Skrelp	Poison	Water	Poison Point	Poison Touch	Adaptability	50	60	60	60	60	30	320	16.1	20			Mock Kelp Pokemon	0.5	0.5		Water 1	Dragon
691	691	Dragalge	Poison	Dragon	Poison Point	Poison Touch	Adaptability	65	75	90	97	123	44	494	179.7	71			Mock Kelp Pokemon	0.5	0.5	Skrelp	Water 1	Dragon
692	692	Clauncher	Water		Mega Launcher			50	53	62	58	63	44	330	18.3	20			Water Gun Pokemon	0.5	0.5		Water 1	Water 3
693	693	Clawitzer	Water		Mega Launcher			71	73	88	120	89	59	500	77.8	51			Howitzer Pokemon	0.5	0.5	Clauncher	Water 1	Water 3
694	694	Helioptile	Electric	Normal	Dry Skin	Sand Veil	Solar Power	44	38	33	61	43	70	289	13.2	20			Generator Pokemon	0.5	0.5		Monster	Dragon
695	695	Heliolisk	Electric	Normal	Dry Skin	Sand Veil	Solar Power	62	55	52	109	94	109	481	46.3	39			Generator Pokemon	0.5	0.5	Helioptile	Monster	Dragon
696	696	Tyrunt	Rock	Dragon	Strong Jaw		Sturdy	58	89	77	45	45	48	362	57.3	31			Royal Heir Pokemon	0.875	0.125		Monster	Dragon
697	697	Tyrantrum	Rock	Dragon	Strong Jaw		Rock Head	82	121	119	69	59	71	521	595.2	98			Despot Pokemon	0.875	0.125	Tyrunt	Monster	Dragon
698	698	Amaura	Rock	Ice	Refrigerate		Snow Warning	77	59	50	67	63	46	362	55.6	51			Tundra Pokemon	0.875	0.125		Monster	
699	699	Aurorus	Rock	Ice	Refrigerate		Snow Warning	123	77	72	99	92	58	521	496	106			Tundra Pokemon	0.875	0.125	Amaura	Monster	
700	700	Sylveon	Fairy		Cute Charm		Pixilate	95	65	65	110	130	60	525	51.8	39	'Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks.'	'When this Pokemon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces.'	Intertwining Pokemon	0.875	0.125	Eevee	Field	
701	701	Hawlucha	Fighting	Flying	Limber	Unburden	Mold Breaker	78	92	75	74	63	118	500	47.4	31			Wrestling Pokemon	0.5	0.5		Human-Like	
702	702	Dedenne	Electric	Fairy	Cheek Pouch	Pickup	Plus	67	58	57	81	67	101	431	4.9	8			Antenna Pokemon	0.5	0.5		Field	Fairy
703	703	Carbink	Rock	Fairy	Clear Body		Sturdy	50	50	150	50	150	50	500	12.6	12	'Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body.'	'Although this Pokemon is not especially rare, its glittering, jewel-draped body draws attention from people.'	Jewel Pokemon				Fairy	Mineral
704	704	Goomy	Dragon		Sap Sipper	Hydration	Gooey	45	50	35	55	75	40	300	6.2	12	'The weakest of all Dragon-type Pokemon, it's unable to breathe if its skin dries out, so it sticks to shady places.'	'Its source of protection is its slimy, germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing.'	Soft Tissue Pokemon	0.5	0.5		Dragon	
705	705	Sliggoo	Dragon		Sap Sipper	Hydration	Gooey	68	75	53	83	113	60	452	38.6	31	It has trouble drawing a line between friends and food. It will calmly try to melt and eat even those it gets along well with.	'This Pokemon's mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they're nicely dissolved, it slurps them up.'	Soft Tissue Pokemon	0.5	0.5	Goomy	Dragon	
706	706	Goodra	Dragon		Sap Sipper	Hydration	Gooey	90	100	70	110	150	80	600	331.8	79	'An amazingly friendly Pokemon, but if left to itself, loneliness overcomes it, and it oozes gooey tears.'	'It gets picked on because it's meek. But then, whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail.'	Dragon Pokemon	0.5	0.5	Sliggoo	Dragon	
707	707	Klefki	Steel	Fairy	Prankster		Magician	57	80	91	80	87	75	470	6.6	8	This even-tempered Pokemon has a habit of collecting keys. It will sneak into people's homes to steal their keys.	'It inserts its horn into chinks in metal, absorbing metal ions. For some reason, it collects keys.'	Key Ring Pokemon	0.5	0.5		Mineral	
708	708	Phantump	Ghost	Grass	Natural Cure	Frisk	Harvest	43	70	48	50	60	38	309	15.4	16	These Pokemon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams.	'According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid.'	Stump Pokemon	0.5	0.5		Grass	Amorphous
709	709	Trevenant	Ghost	Grass	Natural Cure	Frisk	Harvest	85	110	76	65	82	56	474	156.5	59	'This Pokemon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.'	'Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.'	Elder Tree Pokemon	0.5	0.5	Phantump	Grass	Amorphous
710	710	Pumpkaboo	Ghost	Grass	Pickup	Frisk	Insomnia	49	66	70	44	55	51	335	11	16			Pumpkin Pokemon	0.5	0.5		Amorphous	
711	711	Gourgeist	Ghost	Grass	Pickup	Frisk	Insomnia	65	90	122	58	75	84	494	27.6	35			Pumpkin Pokemon	0.5	0.5	Pumpkaboo (Average Size)	Amorphous	
712	712	Bergmite	Ice		Own Tempo	Ice Body	Sturdy	55	69	85	32	35	28	304	219.4	39			Ice Chunk Pokemon	0.5	0.5		Monster	
713	713	Avalugg	Ice		Own Tempo	Ice Body	Sturdy	95	117	184	44	46	28	514	1113.3	79			Iceberg Pokemon	0.5	0.5	Bergmite	Monster	
714	714	Noibat	Flying	Dragon	Frisk	Infiltrator	Telepathy	40	30	35	45	40	55	245	17.6	20			Sound Wave Pokemon	0.5	0.5		Flying	
715	715	Noivern	Flying	Dragon	Frisk	Infiltrator	Telepathy	85	70	80	97	80	123	535	187.4	59			Sound Wave Pokemon	0.5	0.5	Noibat	Flying	
716	716	Xerneas	Fairy		Fairy Aura			126	131	95	131	98	99	680	474	118			Life Pokemon				Undiscovered	
717	717	Yveltal	Dark	Flying	Dark Aura			126	131	95	131	98	99	680	447.5	228			Destruction Pokemon				Undiscovered	
718	718	Zygarde	Dragon	Ground	Aura Break			108	100	121	81	95	95	600	672.4	197	'This is Zygarde's form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.'	It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.	Order Pokemon				Undiscovered	
719	719	Diancie	Rock	Fairy	Clear Body			50	100	150	100	150	50	600	19.4	28			Jewel Pokemon				Undiscovered	
720	720	Hoopa	Psychic	Ghost	Magician			80	110	60	150	130	70	600	19.8	20			Mischief Pokemon				Undiscovered	
721	721	Volcanion	Fire	Water	Water Absorb			80	110	120	130	90	70	600	429.9	67			Steam Pokemon				Undiscovered	
722	722	Rowlet	Grass	Flying	Overgrow	Overgrow	Long Reach	68	55	55	50	50	42	320	3.3	12	'This wary Pokemon uses photosynthesis to store up energy during the day, while becoming active at night.'	'Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.'	Grass Quill Pokemon	0.875	0.125		Flying	
723	723	Dartrix	Grass	Flying	Overgrow	Overgrow	Long Reach	78	75	75	70	70	52	420	35.3	28	'A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.'	It throws sharp feathers called blade quills at enemies or prey. It seldom misses.	Blade Quill Pokemon	0.875	0.125	Rowlet	Flying	
724	724	Decidueye	Grass	Ghost	Overgrow	Overgrow	Long Reach	78	107	75	100	100	70	530	80.7	63	'It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.'	'Although basically cool and cautious, when it's caught by surprise, it's seized by panic.'	Arrow Quill Pokemon	0.875	0.125	Dartrix	Flying	
725	725	Litten	Fire		Blaze	Blaze	Intimidate	45	65	40	60	40	70	320	9.5	16	'While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.'	It doesn't allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.	Fire Cat Pokemon	0.875	0.125		Field	
726	726	Torracat	Fire		Blaze	Blaze	Intimidate	65	85	50	80	50	90	420	55.1	28	'At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokemon spits fire.'	'It boasts powerful front legs. With a single punch, it can bend an iron bar right over.'	Fire Cat Pokemon	0.875	0.125	Litten	Field	
727	727	Incineroar	Fire	Dark	Blaze	Blaze	Intimidate	95	115	90	80	90	60	530	183	71	'This Pokemon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance.'	'After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.'	Heel Pokemon	0.875	0.125	Torracat	Field	
728	728	Popplio	Water		Torrent	Torrent	Liquid Voice	50	54	54	66	56	40	320	16.5	16	'This Pokemon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.'	This Pokemon can control water bubbles. It practices diligently so it can learn to make big bubbles.	Sea Lion Pokemon	0.875	0.125		Water 1	Field
729	729	Brionne	Water		Torrent	Torrent	Liquid Voice	60	69	69	91	81	50	420	38.6	24	'A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.'	'It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.'	Pop Star Pokemon	0.875	0.125	Popplio	Water 1	Field
730	730	Primarina	Water	Fairy	Torrent	Torrent	Liquid Voice	80	74	74	126	116	60	530	97	71	It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.	Its singing voice is its chief weapon in battle. This Pokemon's Trainer must prioritize the daily maintenance of its throat at all costs.	Soloist Pokemon	0.875	0.125	Brionne	Water 2	Field
731	731	Pikipek	Normal	Flying	Keen Eye	Skill Link	Pickup	35	75	30	30	30	65	265	2.6	12	It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.	'This Pokemon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.'	Woodpecker Pokemon	0.5	0.5		Flying	
732	732	Trumbeak	Normal	Flying	Keen Eye	Skill Link	Pickup	55	85	50	40	50	75	355	32.6	24	'It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.'	'By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.'	Bugle Beak Pokemon	0.5	0.5	Pipipek	Flying	
733	733	Toucannon	Normal	Flying	Keen Eye	Skill Link	Sheer Force	80	120	75	75	75	60	485	57.3	43	'When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.'	'Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.'	Cannon Pokemon	0.5	0.5	Trumbeak	Flying	
734	734	Yungoos	Normal		Stakeout	Strong Jaw	Adaptability	48	70	30	30	30	45	253	13.2	16	'With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.'	'It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.'	Loitering Pokemon	0.5	0.5		Field	
735	735	Gumshoos	Normal		Stakeout	Strong Jaw	Adaptability	88	110	60	55	60	45	418	31.3	28	'When it finds a trace of its prey, it patiently stakes out the location...but it's always snoozing by nightfall.'	'It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them. This Pokemon boasts incredible patience.'	Stakeout Pokemon	0.5	0.5	Yungoos	Field	
736	736	Grubbin	Bug		Swarm	Swarm	Swarm	47	62	45	55	45	46	300	9.7	16	Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.	They often gather near places frequented by electric Pokemon in order to avoid being attacked by bird Pokemon.	Larva Pokemon	0.5	0.5		Bug	
737	737	Charjabug	Bug	Electric	Battery	Battery	Battery	57	82	95	55	75	36	400	23.1	20	'Its body is capable of storing electricity. On camping trips, people are grateful to have one around.'	'From the food it digests, it generates electricity, and it stores this energy in its electric sac.'	Battery Pokemon	0.5	0.5	Grubbin	Bug	
738	738	Vikavolt	Bug	Electric	Levitate	Levitate	Levitate	77	70	90	145	75	43	500	99.2	59	'It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.'	It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokemon with shocking beams of electrical energy.	Stag Beetle Pokemon	0.5	0.5	Charjabug	Bug	
739	739	Crabrawler	Fighting		Hyper Cutter	Iron Fist	Anger Point	47	82	57	42	47	63	338	15.4	24	'While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.'	'It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.'	Boxing Pokemon	0.5	0.5		Water 3	
740	740	Crabominable	Fighting	Ice	Hyper Cutter	Iron Fist	Anger Point	97	132	77	62	67	43	478	396.8	67	'It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokemon evolved and grew fur.'	'It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.'	Woolly Crab Pokemon	0.5	0.5	Crabrawler	Water 4	
741	741	Oricorio	Fire	Flying	Dancer	Dancer	Dancer	75	70	70	98	70	93	476	7.5	24	'It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.'	This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.	Dancing Pokemon	0.25	0.75		Flying	
742	742	Cutiefly	Bug	Fairy	Honey Gather	Shield Dust	Sweet Veil	40	45	40	55	40	84	304	0.4	4	'It feeds on the nectar and pollen of flowers. Because it's able to sense auras, it can identify which flowers are about to bloom.'	Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.	Bee Fly Pokemon	0.5	0.5		Bug	Fairy
743	743	Ribombee	Bug	Fairy	Honey Gather	Shield Dust	Sweet Veil	60	55	60	95	70	124	464	1.1	8	'It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.'	Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements.	Bee Fly Pokemon	0.5	0.5	Cutiefly	Bug	Fairy
744	744	Rockruff	Rock		Keen Eye	Vital spirit	Steadfast	45	65	40	30	40	60	280	20.3	20	'It's considered to be a good Pokemon for beginners because of its friendliness, but its disposition grows rougher as it grows up.'	This Pokemon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side.	Puppy Pokemon	0.5	0.5		Field	
745	745	Lycanroc	Rock		Keen Eye	Sand Rush	Steadfast	75	115	65	55	65	112	487	55.1	31	'Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.'	'When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer.'	Wolf Pokemon	0.5	0.5	Rockruff	Field	
746	746	Wishiwashi	Water		Schooling	Schooling	Schooling	45	20	20	25	25	40	175	0.7	8	'When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.'	'It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.'	Small Fry Pokemon	0.5	0.5		Water 2	
747	747	Mareanie	Poison	Water	Merciless	Limber	Regenerator	50	53	62	43	52	45	305	17.6	16	'It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.'	It's found crawling on beaches and seafloors. The coral that grows on Corsola's head is as good as a five-star banquet to this Pokemon.	Brutal Star Pokemon	0.5	0.5		Water 1	
748	748	Toxapex	Poison	Water	Merciless	Limber	Regenerator	50	63	152	53	142	35	495	32	28	Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.	'Those attacked by Toxapex's poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.'	Brutal Star Pokemon	0.5	0.5	Mareanie	Water 2	
749	749	Mudbray	Ground		Own Tempo	Stamina	Inner Focus	70	100	70	45	55	45	385	242.5	39	The mud stuck to Mudbray's hooves enhances its grip and its powerful running gait.	'It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.'	Donkey Pokemon	0.5	0.5		Field	
750	750	Mudsdale	Ground		Own Tempo	Stamina	Inner Focus	100	125	100	55	85	35	500	2028.3	98	'It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.'	'Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.'	Draft Horse Pokemon	0.5	0.5	Mudbray	Field	
751	751	Dewpider	Water	Bug	Water Bubble	Water Bubble	Water Absorb	38	40	52	40	72	27	269	8.8	12	It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.	'When it comes across enemies or potential prey, this Pokemon smashes its water-bubble-covered head into them.'	Water Bubble Pokemon	0.5	0.5		Water 1	Bug
752	752	Araquanid	Water	Bug	Water Bubble	Water Bubble	Water Absorb	68	70	92	50	132	42	454	180.8	71	'It delivers headbutts with the water bubble on its head. Small Pokemon get sucked into the bubble, where they drown.'	'Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokemon, it protectively brings them into its water bubble.'	Water Bubble Pokemon	0.5	0.5	Dewpider	Water 2	Bug
753	753	Fomantis	Grass		Leaf Guard	Leaf Guard	Contrary	40	55	35	50	35	35	250	3.3	12	'During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.'	They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.	Sickle Grass Pokemon	0.5	0.5		Grass	
754	754	Lurantis	Grass		Leaf Guard	Leaf Guard	Contrary	70	105	90	80	90	45	480	40.8	35	'It requires a lot of effort to maintain Lurantis's vivid coloring, but some collectors enjoy this work and treat it as their hobby.'	It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.	Bloom Sickle Pokemon	0.5	0.5	Fomantis	Grass	
755	755	Morelull	Grass	Fairy	Illuminate	Effect Spore	Rain Dish	40	35	55	65	75	15	285	3.3	8	It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.	'As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.'	Illuminating Pokemon	0.5	0.5		Grass	
756	756	Shiinotic	Grass	Fairy	Illuminate	Effect Spore	Rain Dish	60	45	80	90	100	30	405	25.4	39	Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.	'It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokemon feeds on them by sucking in their energy.'	Illuminating Pokemon	0.5	0.5	Morelull	Grass	
757	757	Salandit	Poison	Fire	Corrosion	Corrosion	Oblivious	48	44	40	71	40	77	320	10.6	24	'It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.'	'Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokemon, then attacks them.'	Toxic Lizard Pokemon	0.875	0.125		Monster	Dragon
758	758	Salazzle	Poison	Fire	Corrosion	Corrosion	Oblivious	68	64	60	111	60	117	480	48.9	47	'For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.'	'Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.'	Toxic Lizard Pokemon	0	1	Sandalit	Monster	Dragon
759	759	Stufful	Normal	Fighting	Fluffy	Klutz	Cute Charm	70	75	50	45	50	50	340	15	20	'Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.'	A touch from anyone except a known friend sends it into a surging frenzy. It's an incredibly dangerous Pokemon.	Flailing Pokemon	0.5	0.5		Field	
760	760	Bewear	Normal	Fighting	Fluffy	Klutz	Unnerve	120	125	80	55	60	60	500	297.6	83	This immensely dangerous Pokemon possesses overwhelming physical strength. Its habitat is generally off-limits.	This Pokemon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.	Strong Arm Pokemon	0.5	0.5	Stufful	Field	
761	761	Bounsweet	Grass		Leaf Guard	Oblivious	Sweet Veil	42	30	38	30	38	32	210	7.1	12	A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.	'Although it's too sugary for human consumption, Bounsweet's sweat can be watered down into a juice with just the right amount of sweetness.'	Fruit Pokemon	0	1		Grass	
762	762	Steenee	Grass		Leaf Guard	Oblivious	Sweet Veil	52	40	48	40	48	62	290	18.1	28	'The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokemon, this Pokemon is totally fine.'	This Pokemon is always bouncing around energetically. Other Pokemon are attracted by its lively appearance and pleasant aroma.	Fruit Pokemon	0	1	Bounsweet	Grass	
763	763	Tsareena	Grass		Leaf Guard	Queenly Majesty	Sweet Veil	72	120	98	50	98	72	510	47.2	47	'Its long, striking legs aren't just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.'	'A Pokemon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.'	Fruit Pokemon	0	1	Steenee	Grass	
764	764	Comfey	Fairy		Flower Veil	Triage	Natural Cure	51	52	90	82	110	100	485	0.7	4	'It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.'	'Baths prepared with the flowers from its vine have a relaxing effect, so this Pokemon is a hit with many people.'	Posy Picker Pokemon	0.25	0.75		Grass	
765	765	Oranguru	Normal	Psychic	Inner Focus	Telepahty	Symbiosis	90	60	80	90	110	60	490	167.6	59	'Known for its extreme intelligence, this Pokemon will look down on inexperienced Trainers, so it's best suited to veteran Trainers.'	'Deep in the jungle, high in the lofty canopy, this Pokemon abides. On rare occasions, it shows up at the beach to match wits with Slowking.'	Sage Pokemon	0.5	0.5		Field	
766	766	Passimian	Fighting		Receiver	Receiver	Defiant	100	120	90	40	60	80	490	182.5	79	They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.	'They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.'	Teamwork Pokemon	0.5	0.5		Field	
767	767	Wimpod	Bug	Water	Wimp Out	Wimp Out	Wimp Out	25	35	40	20	30	80	230	26.5	20	'This Pokemon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.'	'Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.'	Turn Tail Pokemon	0.5	0.5		Bug	Water 3
768	768	Golisopod	Bug	Water	Emergency Exit	Emergency Exit	Emergency Exit	75	125	140	60	90	40	530	238.1	79	'With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.'	'It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.'	Hard Scale Pokemon	0.5	0.5	Wimpod	Bug	Water 3
769	769	Sandygast	Ghost	Ground	Water Compaction	Water Compaction	Sand Veil	55	55	80	70	45	15	320	154.3	20	'Born from a sand mound playfully built by a child, this Pokemon embodies the grudges of the departed.'	It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.	Sand Heap Pokemon	0.5	0.5		Amorphous	
770	770	Palossand	Ghost	Ground	Water Compaction	Water Compaction	Sand Veil	85	75	110	100	75	35	480	551.2	51	'Possessed people controlled by this Pokemon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.'	Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.	Sand Castle Pokemon	0.5	0.5	Sandygast	Amorphous	
771	771	Pyukumuku	Water		Innards Out	Innards Out	Unaware	55	60	130	30	130	5	410	2.6	12	'It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.'	These Pokemon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!	Sea Cucumber Pokemon	0.5	0.5		Water 1	
772	772	Type: Null	Normal		Battle Armor	Battle Armor	Battle Armor	95	95	95	95	95	59	534	265.7	75	The heavy control mask it wears suppresses its intrinsic capabilities. This Pokemon has some hidden special power.	'Due to the danger that this synthetic Pokemon may go on a rampage, it wears a control mask to restrain its power.'	Synthetic Pokemon				Undiscovered	
